species	gene_id	transcript_id	protein_id	protein_length	isoform_selection	family	pfam_id	hmm_score	hmm_evalue	domain_score	domain_evalue	domain_start	domain_end	domain_coverage	hmm_domain_count	interpro_signature_id	interpro_id	interpro_description	interpro_supporting_databases	classification_status	reference_release	assembly_accession
glycine_max	GLYMA_15G057800	KRH10601	KRH10601	497	canonical	Hsp40	PF00226	40.6	6.4e-10	39.9	1e-09	73	135	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G059900	KRH10640	KRH10640	674	canonical	Hsp70	PF00012	921.6	5.1e-277	921.4	5.8e-277	53	645	0.996661101836394	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G077700	KRH10937	KRH10937	339	canonical	Hsp40	PF00226	102.0	4.1e-29	101.0	8.7e-29	4	67	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G077900	KRH10940	KRH10940	336	canonical	Hsp40	PF00226	93.6	1.8e-26	92.7	3.4e-26	2	65	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G086400	KRH11064	KRH11064	392	canonical	HSF	PF00447	108.6	5.7e-31	108.6	5.7e-31	15	104	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G087900	KRH11083	KRH11083	588	canonical	Hsp70	PF00012	642.4	1.7e-192	570.6	9.9e-171	69	567	0.8313856427378965	2	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G088000	KRH11084	KRH11084	641	canonical	Hsp70	PF00012	754.7	1.7e-226	754.6	1.9e-226	49	639	0.986644407345576	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G095900	KRH11209	KRH11209	323	canonical	Hsp70	PF00012	272.0	2.6e-80	271.7	3e-80	6	321	0.5191986644407346	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G098900	KRH11282	KRH11282	968	canonical	Hsp40	PF00226	70.1	4e-19	68.6	1.2e-18	67	128	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G106700	KRH11415	KRH11415	133	canonical	Hsp20	PF00011	59.5	8.3e-16	58.8	1.4e-15	31	110	0.8529411764705882	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G137800	KRH11899	KRH11899	744	canonical	Hsp40	PF00226	64.3	2.4e-17	63.4	4.8e-17	438	502	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G146900	KRH12028	KRH12028	270	canonical	Hsp40	PF00226	73.0	4.9e-20	71.8	1.1e-19	41	102	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G149100	KRH12065	KRH12065	361	canonical	Hsp40	PF00226	83.2	3.2e-23	82.5	5e-23	103	164	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G159700	KRH12214	KRH12214	150	canonical	Hsp20	PF00011	73.5	3.6e-20	72.9	5.8e-20	75	146	0.6764705882352942	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G183400	KRH12624	KRH12624	685	canonical	Hsp40	PF00226	69.5	6e-19	68.3	1.4e-18	99	161	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G250500	KRH13605	KRH13605	591	canonical	Hsp60	PF00118	290.4	7e-86	286.0	1.5e-84	69	571	0.9959100204498977	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G253300	KRH13640	KRH13640	561	canonical	Hsp40	PF00226	66.0	7.3e-18	65.3	1.2e-17	295	359	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G264600	KRH13798	KRH13798	168	canonical	Hsp20	PF00011	79.2	6.4e-22	78.9	8e-22	38	147	0.9901960784313726	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_15G271500	KRH13903	KRH13903	444	canonical	Hsp40	PF00226	98.1	7e-28	97.4	1.1e-27	89	151	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G007700	KRH14117	KRH14117	797	canonical	Hsp90	PF00183	643.5	9.4e-193	643.0	1.3e-192	282	763	0.9498069498069498	1	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G008900	KRH14137	KRH14137	707	canonical	Hsp40	PF00226	73.2	4.3e-20	71.6	1.3e-19	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G010600	KRH14184	KRH14184	142	canonical	Hsp40	PF00226	75.4	8.5e-21	75.0	1.1e-20	41	103	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G011600	KRH14196	KRH14196	700	canonical	Hsp90	PF00183	802.7	5e-241	802.4	6.2e-241	185	683	0.974903474903475	1	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G024200	KRH14415	KRH14415	773	canonical	Hsp70	PF00012	480.9	1.4e-143	476.4	3.3e-142	4	664	0.989983305509182	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G026100	KRH14447	KRH14447	261	canonical	Hsp20	PF00011	46.7	8.4e-12	45.6	1.8e-11	166	260	0.8431372549019608	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G036200	KRH14599	KRH14599	270	canonical	HSF	PF00447	105.7	4.4e-30	105.0	7.7e-30	26	115	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G043400	KRH14704	KRH14704	560	canonical	Hsp60	PF00118	547.3	9.3e-164	547.1	1.1e-163	35	528	0.9959100204498977	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G045300	KRH14736	KRH14736	290	canonical	Hsp20	PF00011	43.0	1.2e-10	41.4	3.6e-10	21	104	0.9019607843137255	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G063700	KRH15019	KRH15019	157	canonical	Hsp20	PF00011	117.2	9.4e-34	116.9	1.1e-33	53	156	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G063800	KRH15020	KRH15020	159	canonical	Hsp20	PF00011	99.9	2.2e-28	99.7	2.6e-28	53	157	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G083700	KRH15374	KRH15374	370	canonical	HSF	PF00447	103.3	2.5e-29	103.3	2.5e-29	25	114	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G090500	KRH15474	KRH15474	209	canonical	Hsp40	PF00226	50.6	4.7e-13	50.6	4.7e-13	144	207	0.9365079365079365	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G096800	KRH15572	KRH15572	364	canonical	HSF	PF00447	102.8	3.5e-29	101.7	7.9e-29	46	135	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G099900	KRH15620	KRH15620	159	canonical	Hsp20	PF00011	101.6	6.4e-29	101.3	8.3e-29	53	157	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G100000	KRH15621	KRH15621	159	canonical	Hsp20	PF00011	109.3	2.7e-31	108.9	3.5e-31	53	157	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G118300	KRH15906	KRH15906	382	canonical	Hsp40	PF00226	88.8	5.7e-25	88.0	9.9e-25	6	68	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G143500	KRH16253	KRH16253	82	canonical	Hsp60	PF00118	53.3	5.8e-14	43.9	3.9e-11	14	82	0.17791411042944785	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G161200	KRH16532	KRH16532	770	canonical	Hsp40	PF00226	76.2	4.7e-21	74.5	1.7e-20	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G165300	KRH16609	KRH16609	95	canonical	Hsp70	PF00012	47.1	3.1e-12	38.4	1.3e-09	33	70	0.06343906510851419	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;Pfam;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G178800	KRH16800	KRH16800	469	canonical	Hsp40	PF00226	88.7	6.1e-25	87.8	1.1e-24	83	145	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G180400	KRH16828	KRH16828	138	canonical	Hsp40	PF00226	89.4	3.7e-25	88.8	5.8e-25	40	102	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G181600	KRH16845	KRH16845	364	canonical	Hsp40	PF00226	60.9	2.8e-16	59.7	6.7e-16	91	153	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G214800	KRH17351	KRH17351	144	canonical	Hsp20	PF00011	86.1	4.5e-24	85.9	5.2e-24	32	141	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_14G219700	KRH17444	KRH17444	847	canonical	Hsp90	PF00183	701.6	2.2e-210	658.1	3.5e-197	259	732	0.8667953667953668	2	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G003700	KRH17619	KRH17619	891	canonical	Hsp70	PF00012	318.9	1.6e-94	318.9	1.6e-94	25	734	0.989983305509182	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G036700	KRH18092	KRH18092	382	canonical	Hsp40	PF00226	87.1	1.8e-24	85.6	5.6e-24	6	68	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G042000	KRH18164	KRH18164	771	canonical	Hsp40	PF00226	76.8	3.1e-21	75.1	1.1e-20	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G058600	KRH18417	KRH18417	978	canonical	Hsp100	PF02861	121.5	7.4e-35	120.5	1.5e-34	87	203	0.9285714285714286	1	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G071400	KRH18614	KRH18614	198	canonical	Hsp20	PF00011	104.2	9.8e-30	103.9	1.3e-29	77	181	0.9901960784313726	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G092700	KRH18963	KRH18963	1036	canonical	Hsp100	PF02861	39.2	2.1e-09	29.2	2.7e-06	12	113	0.746031746031746	1	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G105700	KRH19208	KRH19208	408	canonical	HSF	PF00447	107.3	1.4e-30	106.1	3.4e-30	75	164	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G114800	KRH19400	KRH19400	1812	canonical	Hsp60	PF00118	109.4	5.5e-31	108.7	9e-31	407	655	0.4887525562372188	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G130900	KRH19702	KRH19702	632	canonical	Hsp70	PF00012	829.8	3.1e-249	827.6	1.5e-248	9	602	1.0	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G151200	KRH20029	KRH20029	454	canonical	HSF	PF00447	102.3	5.2e-29	101.2	1.2e-28	23	112	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G175700	KRH20397	KRH20397	154	canonical	Hsp20	PF00011	111.0	7.6e-32	110.8	9.2e-32	50	153	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G176000	KRH20400	KRH20400	154	canonical	Hsp20	PF00011	108.0	6.5e-31	107.8	7.9e-31	50	153	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G176200	KRH20402	KRH20402	154	canonical	Hsp20	PF00011	111.4	6e-32	111.1	7.3e-32	50	153	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G176300	KRH20403	KRH20403	161	canonical	Hsp20	PF00011	111.3	6.4e-32	111.0	7.8e-32	57	160	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G176500	KRH20405	KRH20405	152	canonical	Hsp20	PF00011	111.4	5.9e-32	111.1	7.3e-32	48	151	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G180200	KRH20461	KRH20461	213	canonical	HSF	PF00447	96.5	3.3e-27	96.5	3.3e-27	38	132	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G193900	KRH20682	KRH20682	138	canonical	Hsp40	PF00226	41.5	3.2e-10	39.2	1.7e-09	65	122	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G200800	KRH20790	KRH20790	339	canonical	Hsp40	PF00226	89.8	2.7e-25	88.7	5.8e-25	7	68	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G205800	KRH20870	KRH20870	133	canonical	Hsp20	PF00011	60.9	3.1e-16	60.2	5.1e-16	31	110	0.8529411764705882	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G214300	KRH21005	KRH21005	968	canonical	Hsp40	PF00226	70.1	3.9e-19	68.5	1.2e-18	67	128	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G216600	KRH21041	KRH21041	295	canonical	Hsp70	PF00012	289.1	1.6e-85	242.9	1.6e-71	10	195	0.3038397328881469	2	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G224100	KRH21163	KRH21163	489	canonical	Hsp70	PF00012	390.0	4.5e-116	389.7	5.9e-116	17	365	0.5876460767946577	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G225700	KRH21206	KRH21206	392	canonical	HSF	PF00447	108.9	4.7e-31	108.9	4.7e-31	15	104	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G235400	KRH21362	KRH21362	340	canonical	Hsp40	PF00226	94.7	8.3e-27	93.8	1.6e-26	4	67	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G235500	KRH21363	KRH21363	308	canonical	Hsp40	PF00226	60.1	5.1e-16	57.5	3.4e-15	1	39	0.6031746031746031	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G254900	KRH21710	KRH21710	674	canonical	Hsp70	PF00012	920.2	1.3e-276	920.0	1.5e-276	53	645	0.996661101836394	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G257100	KRH21766	KRH21766	499	canonical	Hsp40	PF00226	44.3	4.4e-11	43.6	7e-11	72	134	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G286300	KRH22223	KRH22223	192	canonical	Hsp20	PF00011	42.8	1.4e-10	41.7	2.9e-10	88	191	0.9705882352941176	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G289600	KRH22263	KRH22263	339	canonical	Hsp40	PF00226	68.6	1.2e-18	67.7	2.2e-18	71	133	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G311600	KRH22611	KRH22611	417	canonical	Hsp40	PF00226	82.2	6.6e-23	81.0	1.6e-22	14	71	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G312400	KRH22628	KRH22628	250	canonical	Hsp40	PF00226	53.7	5e-14	53.7	5e-14	43	99	0.9206349206349206	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G338600	KRH23105	KRH23105	280	canonical	Hsp40	PF00226	85.4	6.2e-24	84.4	1.3e-23	87	147	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G359500	KRH23474	KRH23474	863	canonical	Hsp70	PF00012	521.7	6.3e-156	515.6	4.4e-154	3	702	0.996661101836394	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_13G366300	KRH23590	KRH23590	357	canonical	Hsp40	PF00226	73.8	2.7e-20	72.9	5e-20	68	118	0.8253968253968254	1				Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	interpro_related	63	GCA_000004515.4
glycine_max	GLYMA_12G001000	KRH23741	KRH23741	252	canonical	Hsp40	PF00226	76.4	4.2e-21	75.8	6.6e-21	109	171	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_12G013100	KRH23958	KRH23958	212	canonical	Hsp20	PF00011	67.9	2.1e-18	67.4	2.9e-18	117	211	0.9803921568627451	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_12G015600	KRH23998	KRH23998	123	canonical	Hsp40	PF00226	86.5	2.9e-24	86.0	4.1e-24	11	73	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_12G021400	KRH24094	KRH24094	1151	canonical	Hsp40	PF00226	62.2	1.1e-16	57.5	3.2e-15	1010	1092	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
glycine_max	GLYMA_12G030700	KRH24255	KRH24255	101	canonical	Hsp40	PF00226	75.7	6.7e-21	75.4	8.7e-21	4	67	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000004515.4
